application_id,application_date,age,reported_income,credit_score,existing_debt,loan_amount_requested,employment_years,defaulted
105304,2022-09-14,35.0,41903.734474834804,626.8768613284767,1065.9249010798972,10962.855668989232,1.6807631101307123,0
102312,07-13-2023,28.0,8174.741758365504,664.3884182187631,542.5588524231272,6566.153626394385,2.3957421311572378,0
107040,08-02-2023,49.0,2828.672033232264,574.7905269699229,799.6094979412667,5711.037294618513,1.5827792133938792,1
101889,05-09-2023,63.0,19612.504520894956,723.1952237609513,851.7346675907128,3846.663138426477,10.571696117366082,0
108991,2023-01-27,60.0,82845.45720381923,683.6330242294246,2508.256097883158,5466.2711128154915,1.2345862203717475,0
100169,25/01/2022,48.0,53333.17882290197,,4700.947536000077,12661.411058386837,7.474849285502341,0
101795,10/08/2022,58.0,34935.62843056776,577.3070978515407,4284.247999455819,7246.263337281251,0.03704501298608846,1
103975,2024-01-30,46.0,5755.879949870355,674.1221023301318,4833.159434814475,5796.102024323861,0.6386272522955818,0
106820,14/05/2024,33.0,5457.409744936503,701.8150747312669,5688.192567135687,9616.846008391421,17.604392465338833,0
107826,11-07-2022,29.0,38718.61821520668,583.4148830067647,3590.1595935603495,4443.006505401402,2.4553944750603067,0
111809,25/05/2023,24.0,,584.1370878786611,9492.465180551084,6393.1495765478985,0.6219049800174855,0
101039,25/06/2024,51.0,3240.467667041372,699.1447698551104,4674.741428092789,5727.452927517141,2.3810800460842607,0
102848,03/11/2022,54.0,36097.550084447,999.0,9614.356731607259,4810.329894120555,6.69069044869585,0
103371,09-19-2022,69.0,35101.638135727066,684.925723982794,4689.468439556455,12602.649095162433,26.390408531435195,0
108829,2022-10-09,69.0,76016.08264793185,659.5906018449873,1735.8641889458686,11620.666308366788,4.345935472653471,0
110349,07-11-2022,36.0,61610.68139841126,462.26581804834996,2197.964823301603,11887.996887069545,7.189616257116192,0
108797,22/06/2022,39.0,,595.943931813443,5926.398228019243,7279.204703443385,0.8622789294115968,0
100764,01-31-2023,26.0,25852.496974926038,692.6000070598875,15621.465343936612,12867.151426690905,1.954453108891995,0
101593,2022-01-21,54.0,,779.2934539001137,16577.119674952333,29742.374985855084,0.3984512579621924,0
114232,2023-10-05,37.0,6956.844189184288,609.5513584518463,4561.400657916764,10598.891264993938,4.404834108600734,0
105872,19/03/2024,31.0,2606.7078994900025,596.5083056776367,9980.881764696986,3337.2503489125743,0.6881516645225998,1
109940,21/09/2023,29.0,1942.1936239342806,603.140952526277,4688.736736594695,4593.413064623001,6.5830542959299585,0
105169,2022-01-05,53.0,50140.76883910085,553.5587874184774,2273.750854587825,12762.135276893136,11.55884841003245,0
110909,18/10/2024,65.0,5274.02637703281,751.1816548150817,11021.330019182476,8624.675188674473,5.922983868761305,0
104122,2024-12-15,31.0,3036.6538919407417,700.4488436708407,1400.9943492736236,22686.37129872487,2.057238368214546,0
112948,2023-09-23,64.0,2812.0301252516224,612.5304427173232,10768.697318707544,10178.104599388878,3.8976001533067377,0
114482,24/04/2022,28.0,93291.14140689571,749.145294619781,25556.675236635587,16704.950657209083,1.637278049806067,0
100149,03-05-2022,21.0,100594.38678537695,742.2685372220666,939.3297894396264,16331.498494011932,3.219961370479018,0
111736,2022-05-17,21.0,,647.453721114332,24937.596880617337,17714.263562240343,0.628647360285268,0
100387,2024-06-29,32.0,3124.7643665085466,829.1558499694584,2138.120912152884,23513.554816808577,8.08331379540313,0
103946,26/01/2022,59.0,62423.524181846944,716.6880585736754,6204.2376425962575,15467.831826892894,1.0896905709263844,0
113402,25/11/2022,51.0,28337.331511843626,740.008426031023,7353.261236904272,3386.071553379471,0.45173310662995014,0
101373,04-06-2023,39.0,65404.73449393011,668.5026789668609,3400.571105267595,10678.819143605799,0.32183492526400176,0
102884,25/01/2023,35.0,61597.593720187506,616.0736384343703,1900.7361174330283,8661.702918724894,3.8974801314810845,0
114042,07-11-2023,35.0,2917.1063934487815,658.5987204234734,7102.667221826095,11025.590363120657,1.210704934429072,0
111360,07-09-2024,52.0,4227.392354505073,607.1384089328513,6883.2763071232675,20664.898377975376,13.544922346100993,0
102991,2023-12-01,66.0,2355.925022686858,609.0910914540627,6204.59219891824,8849.074053899449,3.575033701237129,1
111595,2024-09-21,32.0,6329.519116191478,596.0060852088558,3797.2977302940785,9451.307101238115,2.2050475367565188,0
110581,2022-12-30,53.0,50580.11299058918,721.8762407960676,10276.536669553197,7068.999805249015,19.85750278328116,0
114867,05-28-2022,25.0,46723.0672813082,571.0509549785886,11166.100806066532,6762.708388555146,7.613965183686606,0
114424,2024-10-29,36.0,3995.1073897325437,629.2429654039646,15287.888725606112,17136.314444435684,,0
103024,2023-02-14,24.0,99044.7733096829,730.4834587830394,6713.0340304822375,1713.2146679072418,1.5321958864463818,0
100251,06-26-2023,23.0,,596.6841045015593,1390.2756011919366,12671.736716076786,0.7020922047568195,0
112146,01-31-2022,30.0,56969.82207828573,598.4948814310832,2030.6221406418351,7993.603050389601,12.441950350020294,0
111438,12-04-2024,50.0,7482.776810598891,776.9809835944673,11633.356025334584,26445.300746632933,14.053834805174203,0
107092,2023-04-08,58.0,87273.95149162956,746.2337730816873,897.9963751209883,19704.249463293963,9.270248024084967,0
100932,10-10-2022,54.0,45451.35953311197,496.43950457242136,2551.533191549398,7840.814212473164,2.8857671339531032,0
107217,08-07-2022,42.0,24615.80498647145,710.9495217182665,1097.8544934172287,4178.23520740413,10.611113943151997,0
103684,2024-12-05,49.0,1740.5876679062924,657.8448583945611,701.0064630121935,4951.623365971207,1.4707386847655597,0
108368,21/06/2023,27.0,6369.570582635751,592.9511862919355,1070.4195307747382,18414.587554439666,5.6047314444486975,0
109478,17/11/2022,26.0,57717.65486342359,614.9832398272966,13054.912495389191,1955.5854702688919,14.345374333872495,0
111724,2022-11-11,23.0,67454.8738738708,714.630873782234,5065.390096488735,4868.082798250777,5.811925088362707,0
107417,27/04/2023,60.0,57523.60350419943,630.3992710679861,6961.2838335967,14945.184569979405,4.986079801386547,0
110504,03/03/2023,49.0,,539.7533114428754,4359.544509726651,15075.70505059536,0.5993426162541702,1
110515,2023-04-09,35.0,43423.18303983919,686.5160357435431,1045.5453032976868,18053.466526017033,14.897306798089243,0
113509,2023-04-26,65.0,39129.01516908557,664.8437416724381,4456.849854028396,3668.3012709751206,3.865336083787155,0
107172,12-23-2024,29.0,2123.3882647623836,776.0505475601927,1526.985634601494,5343.429812105738,10.882709661347665,0
103328,07/03/2023,40.0,37602.54172407788,729.0935075043542,6218.474173079816,63264.21814449203,5.2983331747608595,0
105023,06/04/2023,45.0,29734.498483635114,688.5681059695071,5040.996088526007,7836.352225730081,7.32946270912994,0
102214,2022-05-07,22.0,47367.2483501404,692.5498208933317,425.2471371058739,14905.080885289577,0.2161252480297713,0
102216,05-09-2023,53.0,60438.459075577295,705.2143191068619,5990.871588555103,9645.44775335429,1.810674251764166,0
114795,12-17-2022,26.0,31496.765198766563,559.7585896596428,5423.218496544238,19595.165935125042,1.6765527408099508,0
102859,2023-05-04,38.0,46556.22432066245,820.8981709428627,3092.3168726108097,15218.301954118895,6.78089978949907,0
104024,14/05/2023,27.0,29529.679252060705,643.3239810812319,8673.596470384022,5045.494447922871,4.497582800293948,0
102760,2022-05-27,28.0,31408.317339810106,732.426125585419,20124.465121299887,10049.011587071833,2.40376024792638,0
103290,03-19-2023,69.0,44233.98477907441,789.9302820775589,18465.78023003988,9005.524734113158,4.808978563109098,0
110043,07-09-2024,48.0,4459.623952336781,748.5524040066069,3580.251934172698,23275.269010440985,10.974446636876532,0
102626,08/12/2024,21.0,6994.564940403768,549.3116450082815,41691.99141093726,5208.4636962795275,6.932783140941846,0
104609,24/04/2023,31.0,33122.08231905489,,1203.4812640273822,4548.517197331288,3.675995004594521,0
113283,06-15-2024,29.0,2532.892796512807,687.9805975847437,2088.474629648453,16462.84269055567,0.13070988998502941,0
112472,14/11/2023,54.0,3884.154939798118,681.764129501225,3299.658104557996,7931.957336044329,12.660317219654509,0
111739,2022-08-02,52.0,16411.158652891438,541.8139957376264,9996.748697601352,6479.661681397485,1.595282852960449,1
106661,31/10/2024,58.0,3228.858318894356,817.7391721310087,6102.933284653501,17131.288979482,12.18157489749215,0
113939,14/09/2023,66.0,8073.873612412594,642.3227197157325,7306.450799348051,13348.94372135052,3.0003089211693434,0
107359,2022-02-28,50.0,,688.6291453857319,1495.2851435053417,7823.5829567243145,0.7822205153929579,0
103204,2022-11-25,29.0,43537.51843432418,597.1695838907619,38978.03258425758,23672.131745373477,13.181152583146996,0
111752,22/08/2023,61.0,3684.1042267054686,574.2490220040885,8949.87494226633,8720.255290004689,3.1077910362705,0
106126,2022-06-30,56.0,46972.06893935718,707.8461331218182,3036.8966407119547,13845.796768551276,2.0741035880671492,0
114629,08/12/2022,25.0,39532.66586154598,624.0024181946117,500.1577566237748,17129.3070665773,6.088294369992794,0
102678,09-28-2023,49.0,2941.4352982696223,625.4627104496487,17908.35819013545,7368.354922059226,3.147847355298137,0
103708,2023-06-24,32.0,4393.633743220053,639.2606226013918,4126.2056246329885,9423.928565834658,2.778152328692545,0
109987,2023-01-25,61.0,51085.89597796734,612.213331411019,3119.410411661525,15405.698559136983,2.654641336025528,0
102805,2024-11-27,59.0,2468.656714478289,686.0552937251756,1289.3984116954416,11432.310765535918,0.8938741537742368,0
101453,27/09/2022,55.0,87842.17845454426,642.3315374426413,3520.147563820445,9542.165426058546,3.8300541199973788,0
114421,2023-07-18,29.0,3787.572449105716,757.7864270542725,10746.253684644063,8436.385751383597,0.9141578114158837,0
109999,2023-11-06,31.0,3332.7602042230706,564.5496013918035,19900.770995968913,8247.103321462804,0.5285137105245684,0
102319,2024-04-28,41.0,5390.71366233996,649.5064809981869,6986.454525411388,6700.301601040322,8.16972231232591,0
113882,26/10/2024,65.0,2720.6174765557694,613.9236636938457,3249.436142648485,15000.660242123282,1.3743137611040956,0
112608,01-07-2023,54.0,73288.8659943541,739.2076986512534,2262.336294997752,13036.696296122438,3.8336961306222945,0
107333,20/08/2022,21.0,,716.9075713551152,872.7221351455246,5350.640052899843,0.6054013880998631,0
103651,2022-03-20,46.0,89570.82554874811,663.4008639342254,42294.11246251324,11796.318053540377,10.878417297846216,0
102288,10-23-2024,-31.0,4125.263925126168,668.404805250103,4170.799749975953,12443.502489541916,4.0498153652245445,0
103623,04-29-2023,48.0,66457.92983289735,646.614981741768,29041.653474760245,12040.47894975472,1.166484097449387,0
113618,24/07/2024,67.0,4378.908666732394,601.9814627143007,1918.7558829100726,12716.552767764235,3.541075916723501,0
104878,2024-01-07,39.0,6167.857905913989,686.2564338181147,2193.2237289599266,7305.518845461689,1.7865867201000563,0
101713,2024-03-14,54.0,6751.541505808425,771.4833558627814,3339.518788792685,5875.064957333983,12.026119375063155,0
114505,2024-07-24,38.0,4994.45273962021,672.0643424226736,17016.984135476716,6692.153926653889,11.763213124829349,0
103589,24/09/2024,28.0,4438.046677700714,665.6034665693434,6550.663905258721,18033.932256167147,1.5412879516222353,0
109466,01/12/2023,54.0,7789.195663119267,624.1813537600565,6686.762418354474,9721.344950232275,7.2679408536324495,0
105155,30/07/2024,29.0,3280.2091814652917,490.31369707370266,76221.06814136726,13800.052768398808,11.884508493998474,1
112594,2024-10-21,58.0,8262.316024731415,626.2190361893777,1890.6354369050675,16650.6940991864,6.609994208356005,0
113673,03-03-2022,42.0,27741.947562666086,655.2340863958243,6692.072119554398,21465.740723684383,8.190300973810913,0
103669,2022-08-26,53.0,38642.50367409754,646.3704006300727,8655.358488814294,7572.733834471962,,1
114324,07-09-2022,53.0,56598.21999290259,,14722.395849597431,50039.4306789059,0.8209312178869176,0
113524,2023-10-14,45.0,,615.9392130283246,5081.6326263818755,7020.370872725933,0.12582358057722406,0
108384,12-26-2024,29.0,1626.0298620203864,670.8104377015515,31957.598008740806,10459.80063957991,17.23199871857824,0
114210,01-29-2023,57.0,45812.747149860515,727.9312528528741,3278.127512538961,11494.038953819434,10.258364527165895,0
104387,06/03/2022,23.0,56108.275790375556,518.2462312967053,10543.32807477824,11055.733233781248,0.06545090419916673,0
109123,2022-09-23,57.0,37280.88921766332,771.513930382753,6602.934267270342,6891.014509819347,1.7000499651010836,0
107894,25/03/2024,62.0,2089.4320213589394,596.5903528257747,5184.002510618885,12531.738256609133,1.5990739388429058,0
101489,11/07/2023,67.0,6551.7119434170045,679.6918636971533,9986.515969331042,5611.778681753977,5.576840375121193,0
101606,12/06/2022,49.0,38922.84729529142,637.3188112024633,16228.873758043963,10997.600045529647,4.422839238866641,0
108594,07-11-2022,26.0,33290.19861747613,715.0126703311881,10658.862542802077,4758.468569043371,,0
108528,10-14-2024,29.0,5018.599700611891,763.7606654439908,3445.3614162261306,9478.598919359363,4.178841839879294,0
101402,25/11/2022,28.0,62748.323049434155,626.1949919735999,7302.46378869103,15010.865455593019,1.0555266249973405,0
109387,2024-07-25,39.0,3495.362097132866,654.4997771836184,6956.4727551966735,6979.743938353338,2.386871524919017,0
103519,2024-10-07,42.0,3681.5740883219464,622.6160975381446,12095.933113217783,14655.780165530192,13.213761542896847,0
103297,2024-09-21,39.0,2748.7674424029483,759.3949939044843,6468.337293973918,10726.090579565047,2.9036777071534496,0
101006,20/07/2024,40.0,10509.308104640833,572.9312404381558,33608.45552474932,8974.288379214986,3.421617502505539,0
102791,20/06/2022,26.0,42876.14902075535,648.7570143683714,1073.7064045472223,13351.341226620534,0.9431249919246116,0
102704,17/03/2022,33.0,68621.11949959116,622.3879011393865,952.1246948125078,11238.578164028982,0.017911135681958793,0
105613,2022-12-27,45.0,51562.60509607815,694.31269728864,5134.7584869560005,13434.58861986083,,0
114030,06-20-2024,27.0,2547.5016242545,620.8012253759414,2160.991775180555,7039.5743442847115,1.0122129433689748,1
105683,20/04/2023,68.0,51864.57267586084,651.4998507979775,5656.314747828322,12140.546612547962,10.76917915283066,0
112287,12-03-2023,28.0,3651.6181846070745,713.3880125835872,3381.6797065049823,9409.253008112533,8.055177277320004,0
105400,2024-07-22,59.0,2799.5934140982095,721.63752095399,17161.73288374612,3390.3033585815765,1.2493451479704012,0
102357,08-29-2022,59.0,59283.89427264072,589.6533999738323,702.9749895971129,12566.560000806843,11.324114759553815,0
114680,21/05/2022,40.0,124158.01835535816,742.3312292089605,4364.719339985288,18219.28888216588,1.9613393158098518,0
100290,06-04-2024,25.0,3270.4915268154837,467.1096190657544,6595.3389237977435,8030.495222621691,5.9657228577822865,1
112534,2022-06-21,26.0,63751.84967467382,627.1910917520471,9815.203459339682,19415.05073763172,,0
105908,21/05/2024,26.0,7227.575557941201,804.8095197149008,8236.577396019053,14908.127583571057,9.356911045025596,0
113818,2023-12-26,32.0,6186.605856960242,608.4753040020389,19268.55174854086,4800.284986072451,3.9191015960262092,0
106594,2024-11-14,30.0,2339.6538429980333,,4780.933860092622,13933.097705363922,9.740372757742517,0
100088,21/04/2024,44.0,7659.924979653082,640.2898778785329,9082.941680438284,4342.00530003253,4.729920161515875,0
112998,09-14-2022,38.0,,664.0403858070046,7798.409161212368,34033.12108963302,0.025433999751099303,0
102232,2024-10-25,58.0,6040.429222101029,650.946841711134,2578.6877474218427,19815.78241128339,8.519212013779793,0
108273,07-06-2023,58.0,6355.049247112093,623.6346847192211,3985.3214369782104,5363.225292115371,2.3259151855632183,0
109322,19/06/2024,21.0,4059.694172236828,759.6722459779294,1856.6167369326886,18798.102877681238,8.096430362969222,0
107964,02-27-2022,39.0,33036.98178638464,584.7849261982241,27231.80436950739,8265.38666956456,,1
109037,16/04/2024,49.0,5871.270269128493,811.4100871175515,4065.3174823399636,54570.071701237335,,0
111408,12-30-2023,60.0,4866.891479117536,636.9806096764418,1732.0216194422371,16824.554576908162,3.7947397034387382,0
108391,2023-07-23,62.0,7622.249714343609,529.657042239138,7904.57769187419,4879.136418393521,7.785970356516043,0
111749,01/07/2022,66.0,46002.35738221446,850.0,15853.360205044532,8494.16085669733,0.32695591136404767,0
101056,2023-05-08,37.0,35644.808900349875,707.830727776876,2119.29657921055,13112.518526758915,1.6909988645175091,0
100903,2024-08-27,51.0,6006.221557457574,570.5710696707014,9133.928086710901,31550.077420629666,0.1268856195469298,0
114220,2024-10-17,59.0,5681.524141873869,713.2569242546361,55211.67964011911,22614.863950925726,10.20597946422457,0
113626,2022-04-25,31.0,49614.612532631814,599.78923736031,2755.0073617359494,16363.237030149054,4.457809374289662,0
102039,05-08-2023,26.0,,728.7643166750158,5615.193526750642,14108.10415125696,0.3627756708195678,0
101611,2022-06-07,26.0,136160.14039898015,563.579206357354,2369.10775861323,23887.271221982108,0.8267140614510535,0
114519,02-25-2022,41.0,94579.80567076609,706.1866881896304,5320.0526904768585,15226.08022103438,7.69040486143926,0
100736,11/03/2024,62.0,5325.661538193925,612.4830942432372,3891.9616041278946,5129.152226438851,6.55225638173929,1
105963,11-01-2022,23.0,75131.91935073315,679.5111939147438,1417.2128478037039,17989.519972070295,17.83724266929364,0
111875,08/03/2023,35.0,77277.48280046471,669.6682822697804,10525.340177316313,4195.530330178785,7.351333553472987,0
107308,2024-04-15,61.0,,699.1176505946071,13183.718823311408,8550.5914617709,0.5074574093513567,0
109052,21/02/2022,57.0,38267.50246792655,642.5247030563746,2278.753531497784,22934.81539375769,2.25680468913511,0
106177,2023-08-23,27.0,5401.058543802693,699.5460235594638,18513.9723118383,8193.555771998568,7.501097370688963,1
113555,24/08/2023,29.0,10878.322849777704,593.9156779184493,14397.283175608383,23598.66711298365,9.770825254528216,1
102864,04-06-2022,21.0,,774.4809457700562,5594.716124801598,7015.412455164043,0.5245316799722952,0
110056,2024-03-11,57.0,5317.831982824204,642.4905307282685,3618.8023556435933,14136.765737260917,4.498572044099351,0
101418,08-01-2024,35.0,2382.0167573954336,686.9006970038678,4632.073087110421,10606.330479419088,3.2046367924684303,0
105914,29/07/2023,41.0,3337.8926007704254,676.8112556910974,8001.4868270734205,3361.386382071719,2.4814440798462507,0
104148,08-03-2024,57.0,6430.063143547894,691.937901983231,844.4064125090608,44476.638624963205,12.991314359260684,0
113109,06-25-2022,40.0,73007.88665386688,567.4551126984188,1011.1222443445763,19516.38922233115,2.3182590129206715,0
113685,03-03-2024,42.0,4004.6591644450928,712.8608096513332,17258.54500235768,5957.771475719431,2.2343881825368586,0
101010,10-22-2022,22.0,30002.51072038522,639.2151892143837,1184.3710842255273,5647.004880708077,10.789512465728468,0
108634,2024-06-10,31.0,3151.354101134398,737.3217156611175,15333.364543286576,15613.95595317132,6.8604821884343705,0
107588,21/04/2022,69.0,56527.397257467346,588.2836231890313,1308.0814875703218,11215.080038854507,2.418959788858651,0
104189,13/09/2024,45.0,4498.714795606612,649.2326760629545,13812.14318197141,14624.56967211602,4.740947165208541,0
114953,11/06/2023,38.0,2550.5856328698674,617.7309924747339,14323.493597615467,11299.535896527894,7.272512568969532,0
110528,04/07/2024,64.0,2067.8344237987117,715.7802175683729,2069.2683788047593,20622.912661367438,4.732364296231031,0
109824,02-13-2022,56.0,75729.03877708092,607.214176755426,11453.0482127317,6363.314205052185,4.568499107464791,0
105145,2024-04-03,36.0,3525.384554157789,764.6570917976485,1490.6452138843813,13134.543892034022,2.9824376210065697,0
108937,2024-12-23,46.0,3209.3204704689656,649.2107006784395,60059.161007061855,14286.74360619241,13.922754438161045,0
109615,2023-10-14,61.0,4169.388892512779,599.5080206471691,4520.826758426086,4444.086809632927,2.068815358654529,0
108700,2023-09-03,62.0,2870.5980844617657,850.0,802.4293037388048,22256.18198743141,2.180142041848182,0
103800,10-08-2024,30.0,5740.860436454841,619.6869642345073,7242.199481705927,16249.539872027928,4.366787292540105,0
110381,29/10/2023,35.0,2456.988990463967,713.7518021595887,1002.4132164955925,3498.4597575674106,11.338729549744713,0
103745,16/12/2024,55.0,5290.101550185483,619.8179421095408,5948.340534820449,16327.567183260557,,0
109073,01/01/2024,45.0,4236.587320191776,574.7399634102514,28979.15277615647,6057.603506732845,10.123944618253628,0
111361,2024-08-08,43.0,3887.4625983929095,682.9893748917589,3832.4370117020226,6057.190945394584,4.220989309738387,0
108048,03-13-2024,46.0,3529.9848458288757,646.5866710168558,5344.4521850355595,8788.19748764553,2.4949506384202884,0
101385,09-15-2022,26.0,35072.43337542986,640.0460865170899,7261.178674068248,11711.450915761443,9.269952326479947,0
110182,2022-01-20,65.0,63950.19908373606,665.7192281732567,1341.2867526485506,10139.584775312307,0.33409044462438475,0
104872,2022-03-06,27.0,55432.594784997425,675.2072647960289,7961.719391684497,6928.691197132274,2.0161940769322033,0
100735,2024-01-06,30.0,8389.278187060745,720.029252581915,2031.1967267576579,12390.343838213847,2.2809227603578694,0
105712,2023-05-24,58.0,38204.841155894756,602.5916895384933,2657.915857586813,13008.2993237934,6.288887969677555,0
105422,22/03/2022,45.0,30425.048902736078,625.869860289576,3133.5731740988494,6522.9037407135975,3.3646238086294913,0
104012,26/01/2024,43.0,1161.616704116184,648.0484218918856,1012.7943355308419,24189.275054374102,9.393995101798371,0
102858,03-05-2024,55.0,3995.5292350700547,,5733.566979738106,10303.944846300057,15.376088073393069,0
109896,05-27-2024,46.0,5950.0595348063425,546.9354294865125,14711.794208126492,10825.755808132233,4.344256451905642,0
104536,2022-03-30,40.0,48941.218113841715,718.4117638807531,10317.500855256209,4856.570198682639,9.423445719770422,0
104580,08-01-2022,51.0,38514.14022709746,800.2081684357642,15712.40863319984,14504.583369223585,4.368751330413378,0
107655,12-26-2022,23.0,50977.52608394027,826.3994596710893,22004.655587992227,12029.572877352775,6.64576805971535,0
105998,05/04/2024,50.0,3071.270241045873,807.4283740013946,549.3659562097984,10732.629704009134,7.653092662207948,0
100884,06-10-2024,24.0,,639.4690697486508,7291.556553113646,15662.233200606006,0.7378588849338201,0
109026,12-04-2024,48.0,3037.06862021823,653.1007850949247,10752.487781563048,25403.13184148325,5.643189558603182,0
103233,01-05-2022,28.0,38110.868348116805,752.1594688089626,7177.197921021636,4686.317196869352,4.53984478055245,0
105601,2024-12-30,33.0,4382.184227667051,580.9190515638747,13484.13137624089,4746.333524734171,9.120090330126926,0
102417,10-13-2022,22.0,33766.37177151837,635.5811957163038,807.4908171953084,9363.16627938033,1.5365529962389066,0
105358,2022-03-14,50.0,65420.466677617485,637.8910726603999,7320.9240637578705,4761.076662342939,13.128115848375403,0
111009,08-16-2024,-41.0,7540.88072864044,558.2936323982699,3766.788282017643,7047.635690161973,5.6707568930901,0
104948,18/10/2022,53.0,91328.6313399716,666.135106649127,2689.5049546947375,12358.288567786534,6.403898338606434,0
105933,12-18-2022,39.0,21819.913392087055,626.4246423487647,6700.754213208493,16537.426863131877,2.984645013717841,1
102919,2023-02-19,51.0,112635.69786083682,599.1248290193155,16076.909495703134,3354.957118759385,5.766277516160749,0
110838,02-18-2022,45.0,27413.99220805577,729.9250932268396,10259.163764740513,4270.7069348767845,,0
105598,2024-04-05,63.0,8268.87466021527,736.6853327911354,4603.1290941865755,7001.5538447247545,11.573597283386563,0
103698,11-14-2022,56.0,51632.74905366286,657.2355361580087,9730.928201780418,3660.5088945862067,5.648934895354025,0
112167,04-02-2022,52.0,73174.10697558099,616.8285618940448,3200.100926056269,19729.431230878366,5.137941181774116,0
109955,17/08/2022,48.0,105799.46520701815,754.9313152319032,3224.5988988191043,3657.1604130766505,0.000406994515479108,0
114084,03-20-2023,65.0,,591.6261112698262,3069.6982154982356,16880.55599935701,0.9329611640235225,1
106880,12/12/2022,26.0,52435.59687268914,688.3895920912291,1131.1311212087994,14361.615927787341,0.9738158815162405,0
109158,10-09-2023,45.0,4708.019579103901,723.3021249107965,3510.5771959151584,7602.149240061133,0.9216859915053839,0
110216,23/09/2023,28.0,5921.98126722431,636.3606089148806,812.9601171979099,5510.53923146974,3.801400163550517,0
104401,2022-05-11,24.0,164443.5660527767,567.3624609362241,6953.52238530218,4461.571973020124,1.8577419214352309,0
110804,16/11/2023,45.0,3624.422209809211,602.2924643979005,14155.389376431203,13889.87386480798,4.320664995714101,0
105931,2023-08-19,63.0,2507.7196841035543,590.2401643323464,5517.815769333148,47721.87038660085,,0
101522,29/07/2022,23.0,54357.230100578716,656.1206662371993,2548.265705850142,7861.843769866762,5.141126533682325,0
111306,07-27-2022,32.0,25533.25828368231,,799.2219146458347,20725.641581733096,0.3003596652048278,1
102562,2024-01-01,40.0,3399.495242149036,625.9253322005871,1799.439911484121,5850.2148699268955,0.1677300551372378,0
102128,12/03/2022,48.0,65126.97663187701,590.5193080590593,894.4483975486534,19790.15029060253,2.8345147844947953,0
101086,2024-05-28,64.0,2392.491082629746,630.1329666672276,3370.6676226615773,3675.0527537475473,19.83798210810026,0
101962,2022-06-06,61.0,29445.777653511643,732.8009849636367,8160.794898726346,17858.050538455413,1.809857032578278,0
105620,24/01/2022,23.0,64685.06104932576,580.1285246925563,5523.179686237522,19700.83882254601,1.8694637404242074,0
114990,01-07-2024,22.0,2701.534184179974,640.8328187647662,4536.533007814316,9822.075570937272,21.38380378526463,0
112837,2024-08-20,37.0,3725.8742025589527,754.9307484437276,13773.502178945811,31433.31914028238,6.003423904492067,0
103065,08-27-2023,40.0,4499.471745086504,,28926.39108621084,9690.379261944663,0.6461105717792127,0
112722,05-30-2022,30.0,66989.42161171125,602.114327078409,1927.9335990287846,8232.646381897703,2.786106669570911,0
113286,03-31-2024,22.0,2711.0970067927105,767.0969877554261,4134.270721845805,5977.302654775616,7.450028947217476,0
103615,2023-05-05,66.0,43864.05920205782,608.2404788484894,36376.3677235677,11459.032950310693,6.6511619248104275,0
111373,2022-03-18,30.0,50076.881341737084,537.5351410376475,7456.0561951699565,4020.9775364592683,13.073426759848356,0
